nid	mid	fields
1296663615626	1746577619	洋食	Western food	ようしょく	[sound:rec1298760478.mp3]
1296663615752	1746577619	安心	peace of mind; reassurance	あんしん	[sound:rec1298760399.mp3]
1296663615861	1746577619	独身の	single; unmarried	どくしんの	[sound:rec1298760518.mp3]
1296663615973	1746577619	近所	neighborhood; vicinity	きんじょ	[sound:rec1298760601.mp3]
1296663616083	1746577619	夕方	evening	ゆうがた	[sound:rec1298760385.mp3]
1296663616196	1746577619	並べる	to place; line up; set up	ならべる	[sound:rec1298760315.mp3]
1296663616339	1746577619	冷たい	cold	つめたい	[sound:rec1298760344.mp3]
1296663616501	1746577619	合わせて	making 〜 suitable for N; according to N	あわせて	[sound:rec1298760364.mp3]
1296663616643	1746577619	安全な	safe	あんぜんな	[sound:rec1298760394.mp3]
1296663616757	1746577619	好む	to like; prefer (written language)	このむ	[sound:rec1298760390.mp3]
1296663616868	1746577619	省エネ	energy saving	しょうエネ	[sound:rec1298760554.mp3]
1296663617023	1746577619	遠い	far	とおい	[sound:rec1298760621.mp3]
1296663675758	1746577619	消費者	consumer	しょうひしゃ	[sound:rec1298760142.mp3]
1296663675868	1746577619	規制	regulation	きせい	[sound:rec1298760202.mp3]
1296663675972	1746577619	現金	cash	げんきん	[sound:rec1298760168.mp3]
1296663676078	1746577619	犯罪	crime	はんざい	[sound:rec1298760153.mp3]
1296663676187	1746577619	特徴	special feature; characteristic	とくちょう	[sound:rec1298760148.mp3]
1296663676293	1746577619	販売	selling; sale	はんばい	[sound:rec1298760207.mp3]
1296663676412	1746577619	街	town; city	まち	[sound:rec1298760197.mp3]
1296663676520	1746577619	普及	spread; popularization	ふきゅう	[sound:rec1298760124.mp3]
1296663676630	1746577619	売り上げ	sales	うりあげ	[sound:rec1298760092.mp3]
1296663676736	1746577619	冷凍	freezing; refrigeration	れいとう	[sound:rec1298760072.mp3]
1296663676843	1746577619	著者	author	ちょしゃ	[sound:rec1298760192.mp3]
1296663676951	1746577619	-氏	Mr./Ms.	-し	[sound:rec1298760061.mp3]
1296663677061	1746577619	-製	-made; -make; made in 〜	-せい	[sound:rec1298760066.mp3]
1296663677170	1746577619	機械	machine	きかい	[sound:rec1298760136.mp3]
1296663677278	1746577619	宣伝	advertising; promotion; publicity	せんでん	[sound:rec1298760097.mp3]
1296663677386	1746577619	批判	criticism	ひはん	[sound:rec1298760119.mp3]
1296663677496	1746577619	対策	countermeasure	たいさく	[sound:rec1298760103.mp3]
1296663677611	1746577619	缶	can	かん	[sound:rec1298760187.mp3]
1296663677718	1746577619	導入	introduction; installation	どうにゅう	[sound:rec1298760109.mp3]
1296663677830	1746577619	味方	friend; supporter	みかた	[sound:rec1298760077.mp3]
1296663677941	1746577619	食料品	foodstuff; groceries	しょくりょうひん	[sound:rec1298760218.mp3]
1296663678051	1746577619	生活用品	daily commodities	せいかつようひん	[sound:rec1298760177.mp3]
1296663678160	1746577619	心理	mentality; psychology	しんり	[sound:rec1298760114.mp3]
1296663678276	1746577619	替える	to exchange; replace	かえる	[sound:rec1298760131.mp3]
1296663678385	1746577619	電子レンジ	microwave oven	でんしレンジ	[sound:rec1298760213.mp3]
1296663678532	1746577619	盗む	to steal	ぬすむ	[sound:rec1298760183.mp3]
1296663678666	1746577619	壊す	to break	こわす	[sound:rec1298760082.mp3]
1296663678797	1746577619	壊れる	(something) breaks	こわれる	[sound:rec1298760087.mp3]
1296663743584	1028113710	政府	government	せいふ	[sound:rec1298762115.mp3]
1296663743717	1028113710	法律	law	ほうりつ	[sound:rec1298762158.mp3]
1296663743834	1028113710	貿易	trade	ぼうえき	[sound:rec1298762320.mp3]
1296663743962	1028113710	税金	tax	ぜいきん	[sound:rec1298762260.mp3]
1296663744072	1028113710	輸入	import	ゆにゅう	[sound:rec1298762143.mp3]
1296663744182	1028113710	輸出	export	ゆしゅつ	[sound:rec1298762105.mp3]
1296663744321	1028113710	米	rice	こめ	[sound:rec1298762256.mp3]
1296663744452	1028113710	生産	production	せいさん	[sound:rec1298762204.mp3]
1296663744640	1028113710	ポルトガル	Portugal	ポルトガル	[sound:rec1298762194.mp3]
1296663744793	1028113710	独自の	original; one's own 〜	どくじの	[sound:rec1298762184.mp3]
1296663744906	1028113710	インド	India	インド	[sound:rec1298762149.mp3]
1296663745041	1028113710	半島	peninsula	はんとう	[sound:rec1298762189.mp3]
1296663745176	1028113710	広がる	to spread (out); stretch; get around	ひろがる	[sound:rec1298762300.mp3]
1296663745315	1028113710	支払う	to pay (expenses, bills, etc.)	しはらう	[sound:rec1298762296.mp3]
1296663745437	1028113710	天候	weather (over an extended period)	てんこう	[sound:rec1298762330.mp3]
1296663745558	1028113710	気にする	to worry; be concerned; care about	きにする	[sound:rec1298762315.mp3]
1296663745708	1028113710	非常な	extreme; great	ひじょうな	[sound:rec1298762110.mp3]
1296663745817	1028113710	効率	efficiency	こうりつ	[sound:rec1298762095.mp3]
1296663746131	1028113710	建築	architecture	けんちく	[sound:rec1298762062.mp3]
1296663746243	1028113710	服装	clothes; clothing; dress style	ふくそう	[sound:rec1298762076.mp3]
1296663746385	1028113710	王	king; monarch	おう	[sound:rec1298762153.mp3]
1296663746542	1028113710	始まり	origin; beginning	はじまり	[sound:rec1298762179.mp3]
1296663746653	1028113710	交流	having contact (with people); exchange (of culture, people, etc.)	こうりゅう	[sound:rec1298762120.mp3]
1296663746805	1028113710	用いる	to use; employ	もちいる	[sound:rec1298762310.mp3]
1296663746919	1028113710	恋愛	love; romance	れんあい	[sound:rec1298762163.mp3]
1296663747033	1028113710	発展	development (of a country, society, etc.)	はってん	[sound:rec1298762082.mp3]
1296663747149	1028113710	確立	establishing	かくりつ	[sound:rec1298762100.mp3]
1296663747305	1028113710	戦う	to fight (a batle); wrestle (with difficulty/a problem etc.)	たたかう	[sound:rec1298762291.mp3]
1296663747418	1028113710	後半	the second half	こうはん	[sound:rec1298762265.mp3]
1296663747531	1028113710	当時	at that time; in those days	とうじ	[sound:rec1298762067.mp3]
1296663747680	1028113710	西洋	the West; Western countries	せいよう	[sound:rec1298762271.mp3]
1296663747794	1028113710	統一	unifying	とういつ	[sound:rec1298762325.mp3]
1296663747920	1028113710	目指す	to aim; aspire	めざす	[sound:rec1298762280.mp3]
1296663748075	1028113710	積極的な	positive; active; proactive	せっきょくてきな	[sound:rec1298762199.mp3]
1296663748268	1028113710	江戸	Edo (the former name for Tokyo)	えど	[sound:rec1298762091.mp3]
1296663748424	1028113710	清潔な	clean; tidy	せいけつな	[sound:rec1298762071.mp3]
1296663748578	1028113710	郵便	mail; postal service	ゆうびん	[sound:rec1298762168.mp3]
1296663748694	1028113710	近代化	modernization	きんだいか	[sound:rec1298762174.mp3]
1296663748811	1028113710	禁止	prohibition; ban	きんし	[sound:rec1298762208.mp3]
1296663748982	1028113710	勧める	to encourage; suggest (doing something); recommend	すすめる	[sound:rec1298762286.mp3]
1296663749099	1028113710	独特の	distinct; unique	どくとくの	[sound:rec1298762086.mp3]
1296663749215	1028113710	真似	imitation; mimicking	まね	[sound:rec1298762125.mp3]
1296663749363	1028113710	かける	to take (time); spend (money)	かける	[sound:rec1298762305.mp3]
1296663749512	1028113710	加える	to add	くわえる	[sound:rec1298762276.mp3]
1296663792718	1028113710	過去	the past	かこ	[sound:rec1298761410.mp3]
1296663792833	1028113710	出来事	incident; event; happening	できごと	[sound:rec1298761325.mp3]
1296663792946	1028113710	近代的な	modern	きんだいてきな	[sound:rec1298761346.mp3]
1296663793080	1028113710	記録	record; document	きろく	[sound:rec1298761368.mp3]
1296663793210	1028113710	不良	(juvenile) delinquent	ふりょう	[sound:rec1298761291.mp3]
1296663793320	1028113710	バカ／ばか	fool; idiot	バカ／ばか	[sound:rec1298761296.mp3]
1296663793465	1028113710	俳句	haiku poetry	はいく	[sound:rec1298761301.mp3]
1296663793576	1028113710	ネット	short for インターネット	ネット	[sound:rec1298761388.mp3]
1296663793694	1028113710	豪華な	luxurious; gorgeous	ごうかな	[sound:rec1298761332.mp3]
1296663793832	1028113710	平成	Heisei (era of the current emperor) (1989-)	へいせい	[sound:rec1298761319.mp3]
1296663793963	1028113710	世界遺産	world heritage	せかいいさん	[sound:rec1298761436.mp3]
1296663794096	1028113710	似る	to resemble; be similar	にる	[sound:rec1298761431.mp3]
1296663794247	1028113710	攻める	to attack	せめる	[sound:rec1298761417.mp3]
1296663794390	1028113710	燃える	to burn	もえる	[sound:rec1298761421.mp3]
1296663794539	1028113710	演じる	to perform (a play); play (a part)	えんじる	[sound:rec1298761426.mp3]
1296663855926	1746577619	政府	government	せいふ	[sound:rec1298761893.mp3]
1296663856039	1746577619	税金	tax	ぜいきん	[sound:rec1298761921.mp3]
1296663856145	1746577619	米	rice	こめ	[sound:rec1298761926.mp3]
1296663856253	1746577619	過去	the past	かこ	[sound:rec1298761952.mp3]
1296663856361	1746577619	歴史	history	れきし	[sound:rec1298761897.mp3]
1296663856468	1746577619	広がる	to spread (out); stretch; get around	ひろがる	[sound:rec1298761837.mp3]
1296663856576	1746577619	支払う	to pay (expenses, bills, etc.)	しはらう	[sound:rec1298761888.mp3]
1296663856683	1746577619	気にする	to worry; be concerned; care about	きにする	[sound:rec1298761902.mp3]
1296663856790	1746577619	非常な	extreme; great	ひじょうな	[sound:rec1298761957.mp3]
1296663856898	1746577619	交流	having contact (with people); exchange (of culture, people, etc.)	こうりゅう	[sound:rec1298762026.mp3]
1296663857004	1746577619	用いる	to use; employ	もちいる	[sound:rec1298761912.mp3]
1296663857112	1746577619	後半	the second half	こうはん	[sound:rec1298761846.mp3]
1296663857221	1746577619	当時	at that time; in those days	とうじ	[sound:rec1298761842.mp3]
1296663857331	1746577619	西洋	the West; Western countries	せいよう	[sound:rec1298761930.mp3]
1296663857438	1746577619	目指す	to aim; aspire	めざす	[sound:rec1298761917.mp3]
1296663857544	1746577619	近代化	modernization	きんだいか	[sound:rec1298761935.mp3]
1296663857653	1746577619	加える	to add	くわえる	[sound:rec1298761821.mp3]
1296663857764	1746577619	近代的な	modern	きんだいてきな	[sound:rec1298761941.mp3]
1296663857874	1746577619	不良	(juvenile) delinquent	ふりょう	[sound:rec1298761801.mp3]
1296663857981	1746577619	通して	through; via	とおして	[sound:rec1298761947.mp3]
1296663858092	1746577619	各-	each -; various	かく-	[sound:rec1298761827.mp3]
1296663858230	1746577619	季節	season	きせつ	[sound:rec1298761832.mp3]
1296663858341	1746577619	-風	- style; - type; look like	-ふう	[sound:rec1298761789.mp3]
1296663858476	1746577619	共に	with; along with; as	ともに	[sound:rec1298761816.mp3]
1296663858587	1746577619	戦う	to fight (a battle); wrestle (with difficulty/a problem etc.)	たたかう	[sound:rec1298761871.mp3]
1296663858882	1746577619	-同士	each other; between; among; together; with	-どうし	[sound:rec1298761784.mp3]
1296663858991	1746577619	Noun上	in terms of; from the viewpoint of 〜; as far as 〜 is concerned; according to 〜	Nounじょう	[sound:rec1298761796.mp3]
1296663859126	1746577619	並んで	as well as; just like	ならんで	[sound:rec1298761807.mp3]
1296663859240	1746577619	泊まる	to stay	とまる	[sound:rec1298761907.mp3]
1296663912599	1746577619	法律	law	ほうりつ	[sound:rec1298761649.mp3]
1296663912709	1746577619	貿易	trade	ぼうえき	[sound:rec1298761724.mp3]
1296663912821	1746577619	輸入	import	ゆにゅう	[sound:rec1298761729.mp3]
1296663912940	1746577619	輸出	export	ゆしゅつ	[sound:rec1298761735.mp3]
1296663913049	1746577619	生産	production	せいさん	[sound:rec1298761675.mp3]
1296663913156	1746577619	独自の	original; one's own 〜	どくじの	[sound:rec1298761669.mp3]
1296663913454	1746577619	半島	peninsula	はんとう	[sound:rec1298761585.mp3]
1296663913564	1746577619	天候	weather (over an extended period)	てんこう	[sound:rec1298761590.mp3]
1296663913672	1746577619	効率	efficiency	こうりつ	[sound:rec1298761579.mp3]
1296663913781	1746577619	建築	architecture	けんちく	[sound:rec1298761607.mp3]
1296663913892	1746577619	服装	clothes; clothing; dress style	ふくそう	[sound:rec1298761632.mp3]
1296663914002	1746577619	恋愛	love; romance	れんあい	[sound:rec1298761627.mp3]
1296663914113	1746577619	発展	development (of a country, society, etc.)	はってん	[sound:rec1298761684.mp3]
1296663914224	1746577619	確立	establishing	かくりつ	[sound:rec1298761689.mp3]
1296663914334	1746577619	統一	unifying	とういつ	[sound:rec1298761705.mp3]
1296663914443	1746577619	積極的な	positive; active; proactive	せっきょくてきな	[sound:rec1298761700.mp3]
1296663914570	1746577619	江戸	Edo (the former name for Tokyo)	えど	[sound:rec1298761637.mp3]
1296663914679	1746577619	郵便	mail; postal service	ゆうびん	[sound:rec1298761739.mp3]
1296663914792	1746577619	禁止	prohibition; ban	きんし	[sound:rec1298761694.mp3]
1296663914902	1746577619	独特の	distinct; unique	どくとくの	[sound:rec1298761664.mp3]
1296663915013	1746577619	出来事	incident; event; happening	できごと	[sound:rec1298761573.mp3]
1296663915126	1746577619	記録	record; document	きろく	[sound:rec1298761718.mp3]
1296663915238	1746577619	平成	Heisei (era of the current emperor) (1989-)	へいせい	[sound:rec1298761602.mp3]
1296663915349	1746577619	似る	to resemble; be similar	にる	[sound:rec1298761555.mp3]
1296663915460	1746577619	燃える	to burn	もえる	[sound:rec1298761659.mp3]
1296663915571	1746577619	演じる	to perform (a play); play (a part)	えんじる	[sound:rec1298761654.mp3]
1296663915723	1746577619	興味	interest	きょうみ	[sound:rec1298761711.mp3]
1296663915894	1746577619	〜に至るまで	(from X) all the way through Y; from X even to Y	〜にいたるまで	[sound:rec1298761548.mp3]
1296663973893	1028113710	原料	raw materials	げんりょう	[sound:rec1298763454.mp3]
1296663974059	1028113710	竹	bamboo	たけ	[sound:rec1298763349.mp3]
1296663974168	1028113710	植物	plant	しょくぶつ	[sound:rec1298763449.mp3]
1296663974308	1028113710	光	light	ひかり	[sound:rec1298763440.mp3]
1296663974476	1028113710	薄い	thin	うすい	[sound:rec1298763477.mp3]
1296663974589	1028113710	和紙	Japanese-style paper	わし	[sound:rec1298763436.mp3]
1296663974701	1028113710	特長	good characteristics	とくちょう	[sound:rec1298763418.mp3]
1296663974866	1028113710	火事	fire	かじ	[sound:rec1298763409.mp3]
1296663975027	1028113710	隠す	to hide; conceal	かくす	[sound:rec1298763501.mp3]
1296663975185	1028113710	乾かす	to dry (clothes, etc.)	かわかす	[sound:rec1298763492.mp3]
1296663975370	1028113710	ぬれる	to get wet	ぬれる	[sound:rec1298763497.mp3]
1296663975540	1028113710	破れる	to tear	やぶれる	[sound:rec1298763515.mp3]
1296663975730	1028113710	柔らかい	soft; tender	やわらかい	[sound:rec1298763460.mp3]
1296663975897	1028113710	箪笥	chest of drawers	たんす	[sound:rec1298763353.mp3]
1296663976013	1028113710	家具	furniture	かぐ	[sound:rec1298763414.mp3]
